id,mnsc_paper_id,text,target,code1,code2
10255,mnsc.40.4.466,"Analytical models are first utilized to investigate the extent to which these adverse effects can be overcome through (1) reduction in setup time, (2) lot sizing, (3) reduction in the variability of process-times and job arrivals, and, (4) reduction in processing times through <b>productivity</b> improvements, all arising from part family-oriented processing.",productivity,20,40
5571,mnsc.23.2.171,The model requires reformulation of traditional aggregate planning methods to incorporate changes in <b>productivity</b> and thereafter solves the reformulated planning problem using direct-computer search.,productivity,23,13
16535,mnsc.1110.1379,"Feedback helps create a ratcheting effect in <b>productivity</b>, mainly because of the fight for dominance at the top of the rank hierarchy.",productivity,15,27
22859,mnsc.2019.3545,"Our model can be used to qualitatively replicate the empirical relation between measures of trust and investment, innovation, and <b>productivity</b> growth—at both the micro and macro level.",productivity,38,11
4708,mnsc.20.2.240,"The consequences of planning, the satisfaction of the research professor, his rewards and <b>productivity</b> are also examined.",productivity,35,14
21980,mnsc.2018.3237,Relaxing this requirement may therefore enhance the well-being and <b>productivity</b> of working mothers.,productivity,40,23
18933,mnsc.2014.2089,We study the direct effects of monitoring and penalizing mistakes on work quality and evaluate spillovers on unmonitored dimensions of <b>productivity</b> (punctuality and theft).,productivity,13,25
8455,mnsc.33.1.124,"The results, based on a carefully designed sample of about 100 firms, show that the GNP deflator, which is used in the official government R and D statistics, has tended to underestimate the rate of inflation in R and D. For managerial and economic purposes, such as R and D budgeting and <b>productivity</b> studies, these indexes should be of widespread use.",productivity,28,28
6171,mnsc.25.2.152,A measure of the <b>productivity</b> of such a line is its mean production rate r. It has been conjectured that the production rate remains invariant under reversal of the production line.,productivity,23,15
21175,mnsc.2017.2977,"As open source software (OSS) is increasingly used as a key input by firms, understanding its impact on <b>productivity</b> becomes critical.",productivity,25,39
17285,mnsc.1120.1624,We find that <b>productivity</b> is significantly higher under a forced distribution by about 6% to 12%.,productivity,16,26
18167,mnsc.2013.1764,"Our estimates indicate that over the last two decades, <b>productivity</b> spillovers from the IT investments of other firms transmitted through this channel have contributed 20%–30% as much to <b>productivity</b> growth as firms' own IT investments.",productivity,20,24
6574,mnsc.26.3.297,The <b>productivity</b> of a computer system is defined in terms of these measures and we discuss their application for administrative decisions in performance evaluation.,productivity,22,39
13496,mnsc.1040.0324,We present evidence on components of <b>productivity</b> change in the public accounting industry toward the end of the 20th century.,productivity,25,31
10724,mnsc.42.1.93,"In addition, with some specific assumptions about the forms of the revenue and cost functions, the paper also shows that a party’s share of the venture’s residual output in the equilibrium is an increasing function of its <b>productivity</b> and a decreasing function of its opportunity cost.",productivity,36,37
24017,mnsc.2021.3958,Both the mean and volatility of the growth rate of <b>productivity</b> are assumed to follow a Markov chain with an unobservable state.,productivity,27,19
7196,mnsc.28.4.379,"The terms “<b>productivity</b>,” “efficiency,” and “effectiveness” have been used synonymously in some instances, while in other cases “efficiency” and “effectiveness” have been considered to be different aspects of overall “<b>productivity</b>.”",productivity,36,30
5605,mnsc.23.3.257,A <b>productivity</b> function is introduced to measure effectiveness of each force structure.,productivity,33,27
16448,mnsc.1110.1504,"The insight for management: Organizations can improve employee <b>productivity</b> by changing the likelihood of feedback, the reference group used to calculate relative performance, and the quality of the information of the feedback message.",productivity,17,27
9502,mnsc.37.3.267,"Using data from two manufacturing departments in an electronic equipment company, we construct a model of <b>productivity</b> improvement as a function of cumulative output and two managerial variables—engineering changes and workforce training.",productivity,17,26
19502,mnsc.2015.2278,"More important, they outbid competing firms for these managers because they enjoy higher marginal <b>productivity</b> from given managerial skills.",productivity,27,22
12980,mnsc.49.4.416.14419,"We develop the concepts of problem-solving tasks and moves to describe technical support work, while using call resolution time and problem escalation as measures of <b>productivity</b>.",productivity,22,28
19040,mnsc.2014.2120,"Firms differ on two dimensions: exogenous <b>productivity</b> and endogenously chosen amount of debt financing, resulting in a two-dimensional war of attrition.",productivity,27,40
8410,mnsc.33.1.39,"There has been a great deal of interest recently in the Japanese approach to manufacturing, growing out of a concern for finding ways to reduce inventories and increase <b>productivity</b>.",productivity,19,11
19500,mnsc.2015.2278,"Results in this paper reveal the importance of match specificity in <b>productivity</b>, driven by complementarities between firm and manager attributes.",productivity,33,24
13497,mnsc.1040.0324,"Using revenue and human resource data from 64 of the 100 largest public accounting firms in the United States for the 1995–1999 period, we analyze <b>productivity</b> change, technical progress, and relative efficiency change over time.",productivity,24,21
11845,mnsc.45.4.466,This paper uses historical data for 52 Japanese automotive companies to evaluate the inventory-<b>productivity</b> relationship.,productivity,27,26
20115,mnsc.2016.2632,"We find that the “endogenous channel” (i.e., the effect of the customer’s own <b>productivity</b> on the supplier’s <b>productivity</b>) is by far the most important source of spillovers.",productivity,28,37
9400,mnsc.37.1.1,Estimates of the marginal impacts of all of the included <b>productivity</b> factors are obtained to aid managers in improving <b>productivity</b> in software maintenance.,productivity,38,21
23001,mnsc.2020.3673,"In some companies, up to 75% of all <b>productivity</b> gains are the result of bottom-up employee ideas.",productivity,30,27
10873,mnsc.42.3.350,"This paper examines the effect of product variety on manufacturing performance, defined here as total labor <b>productivity</b> and consumer-perceived product quality.",productivity,30,30
