sharmila	 tag 	 sean 	 tag 	 agreement 	 comment 
drive	O	drive	O	True	 
the	O	the	O	True	 
weather	O	weather	O	True	 
-	O	-	O	True	 
crime	O	crime	O	True	 
relationship	O	relationship	O	True	 
in	O	in	O	True	 
developing	O	developing	O	True	 
countries	O	countries	O	True	 
.	O	.	O	True	 
The	O	The	O	True	 
patterns	O	patterns	O	True	 
we	O	we	O	True	 
find	O	find	O	True	 
are	O	are	O	True	 
consistent	O	consistent	O	True	 
with	O	with	O	True	 
this	O	this	O	True	 
hypothesis	O	hypothesis	O	True	 
in	O	in	O	True	 
the	O	the	O	True	 
case	O	case	O	True	 
of	O	of	O	True	 
rainfall	O	rainfall	O	True	 
shocks	O	shocks	O	True	 
		O			O	True	 
but	O	but	O	True	 
suggest	O	suggest	O	True	 
additional	O	additional	O	True	 
mechanisms	O	mechanisms	O	True	 
may	O	may	O	True	 
play	O	play	O	True	 
an	O	an	O	True	 
important	O	important	O	True	 
role	O	role	O	True	 
in	O	in	O	True	 
driving	O	driving	O	True	 
the	O	the	O	True	 
heat	O	heat	O	True	 
-	O	-	O	True	 
crime	O	crime	O	True	 
relationship	O	relationship	O	True	 
		O			O	True	 
consistent	O	consistent	O	True	 
with	O	with	O	True	 
evidence	O	evidence	O	True	 
from	O	from	O	True	 
industrialized	O	industrialized	O	True	 
countries.6	O	countries.6	O	True	 
.	O	.	O	True	 
Crime	O	Crime	O	True	 
data	O	data	O	True	 
are	O	are	O	True	 
also	O	also	O	True	 
available	O	available	O	True	 
before	O	before	O	True	 
1971	O	1971	O	True	 
		O			O	True	 
but	O	but	O	True	 
only	O	only	O	True	 
at	O	at	O	True	 
the	O	the	O	True	 
state	O	state	O	True	 
level	O	level	O	True	 
.	O	.	O	True	 
7	O	7	O	True	 
.	O	.	O	True	 
Robbery	O	Robbery	O	True	 
is	O	is	O	True	 
distinguished	O	distinguished	O	True	 
from	O	from	O	True	 
theft	O	theft	O	True	 
in	O	in	O	True	 
that	O	that	O	True	 
it	O	it	O	True	 
involves	O	involves	O	True	 
violence	O	violence	O	True	 
in	O	in	O	True	 
the	O	the	O	True	 
commission	O	commission	O	True	 
of	O	of	O	True	 
the	O	the	O	True	 
crime	O	crime	O	True	 
.	O	.	O	True	 
Banditry	O	Banditry	O	True	 
is	O	is	O	True	 
distinguished	O	distinguished	O	True	 
from	O	from	O	True	 
robbery	O	robbery	O	True	 
in	O	in	O	True	 
that	O	that	O	True	 
it	O	it	O	True	 
is	O	is	O	True	 
committed	O	committed	O	True	 
by	O	by	O	True	 
five	O	five	O	True	 
or	O	or	O	True	 
more	O	more	O	True	 
individuals	O	individuals	O	True	 
.	O	.	O	True	 
8	O	8	O	True	 
.	O	.	O	True	 
The	O	The	O	True	 
one	O	one	O	True	 
exception	O	exception	O	True	 
to	O	to	O	True	 
this	O	this	O	True	 
is	O	is	O	True	 
banditry	O	banditry	O	True	 
		O			O	True	 
for	O	for	O	True	 
which	O	which	O	True	 
zero	O	zero	O	True	 
values	O	values	O	True	 
are	O	are	O	True	 
encountered	O	encountered	O	True	 
7	O	7	O	True	 
percent	O	percent	O	True	 
of	O	of	O	True	 
the	O	the	O	True	 
time	O	time	O	True	 
.	O	.	O	True	 
